vertex_id,distance
0,5.010739
1,5.246252
2,5.469409
3,5.679343
4,4.931168
5,4.613509
6,4.358423
7,5.885344
8,4.083587
9,5.089132
10,5.370095
11,3.844282
12,5.641779
13,6.085540
14,4.834622
15,4.476166
16,5.782356
17,5.074912
18,4.256974
19,3.577198
20,6.589592
21,3.993882
22,5.304066
23,5.579777
24,6.292651
25,3.730355
26,3.341102
27,6.473723
28,6.070942
29,4.623232
30,4.398246
31,5.723162
32,4.868789
33,6.172947
34,4.190070
35,6.676819
36,5.098901
37,3.438645
38,3.135582
39,3.958662
40,5.898337
41,5.317622
42,6.404861
43,6.898600
44,3.222248
45,7.432596
46,4.410156
47,5.507603
48,6.086691
49,3.647783
50,6.556263
51,4.182489
52,4.605899
53,4.009810
54,2.915958
55,7.130259
56,4.838619
57,3.417366
58,3.028997
59,6.286276
60,5.693555
61,5.055655
62,7.334482
63,6.802719
64,3.750729
65,5.265997
66,5.887374
67,3.161053
68,3.547201
69,7.044388
70,7.534551
71,6.477943
72,4.013632
73,4.324545
74,4.556876
75,6.091620
76,5.460476
77,7.286567
78,6.729438
79,7.716025
80,3.800477
81,4.080102
82,2.749810
83,3.268147
84,4.771917
85,2.944771
86,7.401947
87,3.593503
88,7.863814
89,6.967400
90,6.312239
91,5.660359
92,5.000287
93,7.741366
94,2.585204
95,2.731513
96,4.349928
97,7.209109
98,3.003338
99,3.355353
100,7.978395
101,6.546936
102,3.911168
103,5.875742
104,5.212220
105,4.082001
106,3.725830
107,7.466488
108,2.840088
109,7.821094
110,8.062738
111,3.573358
112,6.795053
113,4.496673
114,4.798915
115,6.098264
116,7.818111
117,7.035909
118,3.388187
119,2.390510
120,5.385741
121,7.657118
122,5.653659
123,8.189357
124,2.981689
125,7.766122
126,2.851628
127,7.905183
128,6.589805
129,2.453104
130,4.967165
131,7.301483
132,6.297794
133,3.903554
134,3.733909
135,7.812806
136,4.075917
137,3.565211
138,4.299162
139,8.319317
140,7.515386
141,7.936064
142,5.877890
143,5.229895
144,2.589228
145,3.033482
146,6.869492
147,7.855600
148,7.651407
149,3.368236
150,4.505406
151,6.150129
152,5.476560
153,8.468546
154,2.816904
155,2.188178
156,8.230825
157,7.132971
158,7.716827
159,7.947497
160,4.783278
161,2.568877
162,6.416616
163,3.093559
164,7.773093
165,7.354972
166,3.935177
167,5.724920
168,3.755915
169,2.214430
170,3.465119
171,2.418357
172,5.038256
173,4.120079
174,6.686839
175,7.495496
176,2.112972
177,8.647654
178,2.864131
179,3.569931
180,8.478864
181,2.543924
182,8.164248
183,4.344303
184,7.864517
185,7.576248
186,5.961781
187,6.958442
188,5.304965
189,2.121872
190,3.210005
191,8.009290
192,6.245623
193,8.322804
194,8.562986
195,7.627160
196,2.278288
197,4.585501
198,7.151945
199,5.560075
200,3.835179
201,2.314302
202,2.553053
203,7.727468
204,6.496164
205,8.826129
206,2.945966
207,7.273152
208,2.254945
209,3.644844
210,4.208731
211,3.479481
212,5.823225
213,8.431010
214,8.206935
215,3.965925
216,6.726507
217,4.808037
218,8.723214
219,5.141941
220,7.432945
221,2.034245
222,2.251823
223,7.869864
224,7.283629
225,3.282834
226,6.922047
227,2.629085
228,6.057054
229,8.418548
230,8.578896
231,4.387373
232,1.978081
233,7.514283
234,3.041607
235,8.070189
236,5.666805
237,5.397071
238,2.129913
239,6.967803
240,2.196365
241,6.471983
242,4.655284
243,6.225021
244,7.057101
245,2.781690
246,8.974627
247,7.674310
248,3.682576
249,3.530123
250,3.829131
251,4.919596
252,1.999976
253,8.284985
254,7.134962
255,8.635210
256,8.831841
257,3.363999
258,6.589369
259,5.805848
260,2.038595
261,3.994559
262,2.046648
263,2.213005
264,7.885235
265,7.249238
266,5.151726
267,6.654604
268,4.202020
269,9.121540
270,5.999690
271,1.934144
272,2.924523
273,8.504364
274,1.901201
275,7.430218
276,4.444759
277,2.103551
278,6.709932
279,3.095688
280,8.111503
281,5.336929
282,8.857501
283,9.033078
284,1.992098
285,6.102618
286,6.813099
287,1.883945
288,4.670510
289,2.266463
290,3.437666
291,8.665658
292,5.528237
293,3.679764
294,7.649333
295,6.224306
296,8.329430
297,6.962424
298,1.826425
299,1.948554
300,9.284572
301,4.879980
302,6.305155
303,9.064807
304,7.881947
305,5.673609
306,2.515384
307,3.512063
308,1.844403
309,2.153013
310,2.029458
311,4.008215
312,3.770697
313,6.376045
314,3.168778
315,9.214585
316,1.855738
317,5.787564
318,2.970056
319,7.379771
320,7.084657
321,6.525147
322,8.536981
323,1.830152
324,4.414779
325,2.069112
326,1.697151
327,8.945796
328,4.979290
329,4.159369
330,5.908129
331,8.096098
332,5.224646
333,2.160098
334,9.119460
335,2.680700
336,6.660483
337,7.598833
338,1.688040
339,6.142449
340,2.143492
341,9.346141
342,1.624195
343,3.381481
344,6.867769
345,1.999119
346,5.948135
347,4.586090
348,5.531877
349,3.488913
350,3.624565
351,3.242866
352,8.751663
353,5.310251
354,8.310643
355,1.872238
356,1.608589
357,9.095344
358,4.753222
359,3.776788
360,1.765727
361,3.056361
362,7.815374
363,2.121521
364,7.080569
365,6.216133
366,3.984072
367,1.541953
368,2.818848
369,5.578226
370,2.317659
371,9.299042
372,6.397809
373,8.538736
374,2.070517
375,4.851359
376,4.183236
377,7.295592
378,1.531451
379,2.120856
380,8.947538
381,5.699243
382,8.047504
383,9.143187
384,2.170557
385,6.610343
386,5.009289
387,4.355329
388,5.844218
389,1.548483
390,3.239519
391,7.521664
392,5.176141
393,3.465243
394,6.802401
395,2.222726
396,4.481665
397,2.933917
398,2.078888
399,1.535259
400,5.987472
401,2.465639
402,9.452560
403,1.970911
404,3.059793
405,3.293210
406,5.321806
407,3.822722
408,6.185687
409,1.397640
410,7.038426
411,8.773046
412,2.238933
413,9.173215
414,3.593866
415,8.304104
416,1.400139
417,5.495126
418,4.741254
419,2.208265
420,1.670332
421,4.546774
422,4.188681
423,9.343995
424,7.782877
425,2.138579
426,2.683682
427,6.561197
428,4.006941
429,6.323913
430,1.675716
431,5.840231
432,2.008140
433,8.571205
434,5.635744
435,7.253873
436,8.998469
437,9.585550
438,2.204704
439,1.923547
440,8.072059
441,5.144216
442,4.884149
443,1.300250
444,2.441252
445,9.319966
446,5.997711
447,4.258633
448,3.169402
449,7.534663
450,2.069045
451,3.327831
452,3.024652
453,6.780977
454,3.505047
455,4.382121
456,1.259025
457,1.274379
458,1.415403
459,2.747578
460,2.217810
461,3.692548
462,6.185274
463,5.255456
464,8.833175
465,1.980226
466,8.388511
467,9.537393
468,2.080581
469,7.025133
470,1.893636
471,4.516735
472,9.181143
473,3.864580
474,2.827412
475,5.449961
476,7.870058
477,1.387582
478,4.026450
479,9.388740
480,6.376729
481,2.150702
482,1.237889
483,4.690743
484,5.645924
485,1.192547
486,2.078059
487,1.896552
488,7.329627
489,4.890173
490,2.361344
491,1.632387
492,6.596787
493,5.839868
494,3.062665
495,2.458137
496,2.169286
497,6.047021
498,3.436615
499,4.231687
500,1.937918
501,4.086393
502,1.965707
503,8.718930
504,9.072441
505,1.609753
506,6.875620
507,9.694183
508,8.271919
509,5.258521
510,1.135975
511,9.346403
512,2.146822
513,3.781938
514,1.818535
515,5.031921
516,2.678808
517,4.541705
518,2.832465
519,1.791460
520,3.208333
521,7.744819
522,1.228361
523,4.349798
524,9.589820
525,2.061669
526,6.489781
527,2.128089
528,3.579218
529,2.510531
530,6.268947
531,5.732133
532,2.028540
533,1.288723
534,8.962574
535,8.583804
536,5.461721
537,3.881723
538,1.931800
539,1.128094
540,7.209210
541,8.103512
542,9.265815
543,4.670404
544,3.986758
545,1.464522
546,2.139970
547,1.745039
548,4.875039
549,1.914275
550,7.570322
551,6.736475
552,2.226743
553,5.905802
554,4.081167
555,2.152477
556,2.305919
557,1.123360
558,1.727836
559,9.157237
560,9.584999
561,5.086566
562,8.875806
563,6.132501
564,2.894649
565,1.815931
566,8.476472
567,2.515679
568,3.300635
569,1.701702
570,1.333639
571,4.331095
572,9.406854
573,1.473886
574,7.061634
575,1.626437
576,2.041191
577,5.312701
578,1.926943
579,3.608392
580,9.770661
581,1.763994
582,2.627138
583,7.980605
584,4.145349
585,6.366935
586,3.066200
587,1.075221
588,5.553412
589,1.610846
590,3.434898
591,3.877402
592,7.458631
593,2.043202
594,1.984924
595,4.709571
596,1.212929
597,2.291427
598,1.792967
599,1.899462
600,4.487604
601,3.732537
602,9.673093
603,2.151143
604,2.167425
605,1.469542
606,5.983175
607,2.156458
608,6.601795
609,8.787041
610,6.921441
611,5.748901
612,9.355248
613,1.246125
614,9.102217
615,5.173592
616,8.382423
617,3.904047
618,2.065099
619,1.472155
620,1.489463
621,4.002177
622,4.883465
623,9.568487
624,2.056881
625,2.704842
626,3.098792
627,1.682339
628,1.917108
629,1.818298
630,2.351702
631,7.916039
632,4.106911
633,1.695051
634,6.231432
635,3.457540
636,8.980137
637,1.709017
638,5.361635
639,1.424042
640,1.145381
641,9.788655
642,8.645545
643,7.371508
644,1.766968
645,1.904862
646,6.521834
647,2.822967
648,1.508511
649,4.498491
650,2.189184
651,2.432859
652,8.225696
653,5.600129
654,3.199064
655,9.277160
656,3.669307
657,1.310637
658,4.210727
659,1.170155
660,2.018937
661,5.858034
662,1.573407
663,8.839748
664,3.528439
665,1.918449
666,6.903919
667,2.228339
668,2.091154
669,7.751609
670,8.479037
671,9.128685
672,1.972751
673,2.131453
674,3.831954
675,1.472220
676,2.042952
677,9.488201
678,1.616109
679,4.895608
680,1.370177
681,9.717350
682,3.702389
683,4.634497
684,1.614131
685,8.055081
686,1.836168
687,6.362176
688,9.376656
689,1.509261
690,6.053519
691,1.896839
692,1.768095
693,5.419412
694,3.867875
695,1.390222
696,7.297905
697,2.432060
698,2.807352
699,9.946569
700,1.173283
701,5.119744
702,1.611241
703,7.646529
704,4.031182
705,1.762761
706,3.211147
707,1.276423
708,2.101694
709,2.184777
710,4.234160
711,3.481735
712,1.835221
713,1.462893
714,1.373256
715,2.271837
716,9.001101
717,2.536792
718,8.709318
719,1.825010
720,9.645516
721,5.607468
722,1.297629
723,9.261149
724,2.041856
725,2.939681
726,2.197847
727,6.730166
728,1.841202
729,8.335269
730,4.697220
731,9.497642
732,3.295382
733,2.302586
734,3.592916
735,1.134528
736,9.878759
737,1.853787
738,1.630507
739,1.326475
740,1.793566
741,4.377651
742,7.122148
743,1.745951
744,2.166868
745,7.908082
746,1.894437
747,6.241140
748,3.464752
749,1.086413
750,1.470908
751,5.839879
752,3.856022
753,7.415130
754,1.240109
755,5.133433
756,1.239688
757,1.621355
758,1.745700
759,3.632405
760,1.877239
761,1.327101
762,1.169323
763,4.858014
764,1.702182
765,1.754937
766,2.241488
767,2.566224
768,8.586059
769,9.210357
770,2.191512
771,8.927791
772,2.975495
773,9.468940
774,9.829536
775,3.983489
776,1.581661
777,9.701475
778,1.935336
779,2.113966
780,1.630443
781,6.994331
782,3.233509
783,1.181274
784,5.310071
785,6.637203
786,1.121901
787,8.201777
788,2.345344
789,2.319160
790,1.698384
791,2.722907
792,1.052853
793,1.740713
794,4.413236
795,5.656416
796,7.730163
797,2.001668
798,2.349499
799,8.799281
800,10.049388
801,3.369824
802,3.053394
803,1.435751
804,2.058046
805,4.123226
806,1.204036
807,0.985018
808,8.431240
809,6.059201
810,1.310867
811,1.104588
812,9.175554
813,7.308743
814,1.650996
815,1.053118
816,3.236837
817,1.933174
818,1.406788
819,3.639919
820,2.266312
821,4.825052
822,1.762250
823,1.598927
824,1.873393
825,1.463559
826,8.649389
827,9.438344
828,3.429078
829,4.552556
830,9.694168
831,9.010204
832,1.528391
833,1.655503
834,2.250455
835,7.974506
836,9.985858
837,2.114019
838,9.862980
839,3.770599
840,1.380995
841,6.799044
842,5.457746
843,2.410876
844,8.257168
845,1.603304
846,2.754235
847,6.453179
848,2.051516
849,1.559432
850,9.336552
851,5.019299
852,2.992844
853,1.628073
854,1.300462
855,1.221313
856,1.118746
857,1.414508
858,1.023602
859,4.147565
860,1.666320
861,7.590849
862,1.811203
863,1.487878
864,1.439266
865,2.540268
866,2.125943
867,2.197695
868,1.059995
869,2.382558
870,1.517906
871,3.894418
872,2.372107
873,3.168278
874,5.818750
875,1.464501
876,1.125252
877,7.847126
878,9.218668
879,7.088487
880,1.929937
881,1.539124
882,2.794776
883,2.998415
884,4.524845
885,9.626339
886,8.874549
887,3.451245
888,1.255819
889,1.853862
890,9.870404
891,9.481634
892,8.533046
893,5.261363
894,1.448392
895,2.304044
896,1.729345
897,3.246315
898,8.099534
899,1.445702
900,4.222192
901,2.264006
902,1.615838
903,9.995901
904,1.948653
905,1.325294
906,6.603220
907,1.383018
908,1.017682
909,3.582220
910,1.380970
911,1.336808
912,6.248191
913,1.152812
914,1.364548
915,7.428067
916,10.111616
917,2.514723
918,1.314342
919,4.734646
920,2.167356
921,2.268229
922,7.725210
923,1.258298
924,1.698379
925,1.982033
926,1.418792
927,2.400061
928,1.341943
929,3.869180
930,9.091217
931,2.735140
932,9.379758
933,5.586056
934,1.423042
935,3.323883
936,1.302000
937,4.318955
938,6.906479
939,8.744151
940,5.071148
941,2.970786
942,1.415203
943,8.360394
944,9.714836
945,1.263065
946,3.694513
947,1.542884
948,2.421701
949,2.535663
950,9.587384
951,2.165264
952,1.920245
953,1.590813
954,1.663195
955,9.875112
956,2.286708
957,2.793662
958,1.185216
959,2.058884
960,3.983252
961,1.789662
962,1.108159
963,1.403373
964,1.351585
965,3.074069
966,1.191056
967,8.008806
968,1.683823
969,1.290699
970,1.569363
971,6.405057
972,1.201857
973,1.167232
974,7.526318
975,6.016144
976,7.227963
977,1.214236
978,3.412433
979,2.346986
980,4.507893
981,1.420775
982,10.063278
983,1.465421
984,2.379269
985,9.260905
986,4.148013
987,1.143699
988,2.213867
989,3.184464
990,9.460573
991,1.958479
992,8.941683
993,1.368782
994,2.818209
995,2.435258
996,1.196932
997,5.314874
998,8.629762
999,3.676964
1000,2.224133
1001,2.047982
1002,6.756099
1003,1.052511
1004,9.711073
1005,2.494861
1006,1.814649
1007,8.292152
1008,1.024798
1009,1.561406
1010,9.597821
1011,3.490569
1012,1.111593
1013,1.822146
1014,1.446791
1015,1.337654
1016,1.488794
1017,1.702285
1018,4.855208
1019,1.874971
1020,0.997932
1021,9.927175
1022,2.057046
1023,7.940083
1024,2.525394
1025,0.974078
1026,3.790182
1027,2.584335
1028,2.271979
1029,2.185146
1030,1.525110
1031,1.245646
1032,1.892678
1033,10.109971
1034,7.470707
1035,2.856525
1036,1.279602
1037,6.211154
1038,5.685988
1039,1.632519
1040,1.357456
1041,9.352051
1042,4.254674
1043,3.193997
1044,1.104210
1045,9.114843
1046,1.627592
1047,1.325810
1048,7.210513
1049,8.846315
1050,9.483863
1051,3.522326
1052,0.964598
1053,2.379434
1054,0.940757
1055,2.524086
1056,8.551478
1057,9.580778
1058,2.011216
1059,2.317735
1060,2.631525
1061,1.335654
1062,1.839972
1063,1.982600
1064,3.926296
1065,2.224149
1066,2.949067
1067,6.644061
1068,8.220154
1069,9.809911
1070,0.982660
1071,0.991525
1072,1.701498
1073,1.668051
1074,0.837971
1075,5.075237
1076,1.641205
1077,1.266957
1078,1.726372
1079,1.241084
1080,2.566541
1081,3.285750
1082,4.563947
1083,0.778129
1084,1.327408
1085,7.872475
1086,10.008356
1087,6.089260
1088,1.385432
1089,1.691836
1090,2.204940
1091,3.561095
1092,0.975710
1093,1.902666
