source_vertex_id,target_vertex_id,distance
0,3633,0.023241
1,1,0.022804
2,2,0.026080
3,3,0.018079
4,3634,0.029605
5,5,0.029464
6,6,0.036438
7,3635,0.064035
8,8,0.060527
9,9,0.063471
10,10,0.069086
11,3636,0.069442
12,12,0.071923
13,13,0.075136
14,14,0.078008
15,3637,0.075400
16,3638,0.012377
17,17,0.012816
18,18,0.005378
19,3639,0.081536
20,20,0.081222
21,3640,0.004572
22,22,0.000530
23,23,0.005583
24,3641,0.093089
25,3642,0.087424
26,26,0.090425
27,3643,0.034544
28,28,0.031717
29,3644,0.028565
30,3645,0.023949
31,31,0.022552
32,3646,0.016999
33,3647,0.098462
34,34,0.095512
35,3648,0.103649
36,36,0.100937
37,37,0.045402
38,3649,0.051241
39,39,0.048727
40,3650,0.040472
41,41,0.039795
42,3651,0.232553
43,43,0.232908
44,3652,0.236352
45,3653,0.227128
46,46,0.221970
47,47,0.224406
48,3654,0.185587
49,49,0.184861
50,3655,0.189551
51,3656,0.181181
52,3657,0.108881
53,53,0.106285
54,3658,0.686988
55,3658,0.713899
56,3658,0.772499
57,3659,0.071395
58,58,0.217065
59,3660,0.171978
60,3661,0.004544
61,61,0.110903
62,3662,0.068337
63,63,0.008598
64,3663,0.105143
65,65,0.052967
66,3664,0.137130
67,67,0.100387
68,68,0.065352
69,69,0.061369
70,3665,0.068017
71,3666,0.056468
72,72,0.056116
73,3667,0.191957
74,74,0.174651
75,3668,0.178176
76,3669,0.190953
77,77,0.145402
78,78,0.238665
79,3670,0.218435
80,80,0.217965
81,3671,0.212917
82,3672,0.208000
83,83,0.208084
84,3673,0.202989
85,3674,0.192595
86,86,0.192435
87,3675,0.196736
88,88,0.198993
89,3676,0.176398
90,90,0.175327
91,91,0.169711
92,3677,0.114393
93,93,0.111829
94,3678,0.175947
95,95,1.160136
96,3678,0.818067
97,97,0.367951
98,3679,0.277318
99,3680,0.079783
100,100,0.078148
101,3681,0.075938
102,102,0.084622
103,3682,0.073160
104,104,0.072961
105,3683,0.160651
106,106,0.162806
107,3684,0.164012
108,3685,0.157774
109,109,0.159319
110,110,0.157104
111,111,0.118167
112,3686,0.120168
113,3687,0.524740
114,3688,1.076563
115,3689,0.977036
