source_vertex_id,target_vertex_id,distance
0,3633,0.066649
1,1,0.066530
2,2,0.070068
3,3,0.061214
4,3634,0.073786
5,5,0.073729
6,6,0.080840
7,3635,0.104644
8,8,0.101753
9,9,0.104121
10,10,0.108538
11,3636,0.108933
12,12,0.110616
13,13,0.113286
14,14,0.115364
15,3637,0.113561
16,3638,0.053508
17,17,0.055302
18,18,0.046838
19,3639,0.118334
20,20,0.118002
21,3640,0.041210
22,22,0.041083
23,23,0.034677
24,3641,0.127042
25,3642,0.122824
26,26,0.124846
27,3643,0.004461
28,28,0.007447
29,3644,0.010454
30,3645,0.017344
31,31,0.016553
32,3646,0.022802
33,3647,0.130862
34,34,0.128535
35,3648,0.134459
36,36,0.132366
37,37,0.007556
38,3649,0.012643
39,39,0.010656
40,3650,0.005694
41,41,0.003321
42,3651,0.285566
43,43,0.285933
44,3652,0.288981
45,3653,0.278806
46,46,0.271133
47,47,0.274683
48,3654,0.232453
49,49,0.231810
50,3655,0.236771
51,3656,0.227749
52,3657,0.138190
53,53,0.136152
54,3924,0.512371
55,3924,1.110488
56,3924,0.857744
57,3893,0.939325
58,3660,1.096200
59,3660,1.293842
60,3661,0.646449
61,61,0.827737
62,3662,0.386730
63,63,0.507641
64,3663,0.234939
65,65,0.314398
66,3664,0.111538
67,67,0.163868
68,68,0.026678
69,69,0.022805
70,3665,0.029056
71,3666,0.018060
72,72,0.017732
73,3667,0.115608
74,74,0.086460
75,3668,0.054686
76,3669,0.013508
77,77,0.016623
78,78,0.290885
79,3670,0.266511
80,80,0.265702
81,3671,0.259649
82,3672,0.254415
83,83,0.254510
84,3673,0.249635
85,3674,0.239700
86,86,0.239869
87,3675,0.243970
88,88,0.246072
89,3676,0.222391
90,90,0.221090
91,91,0.214172
92,3677,0.142421
93,93,0.140298
94,4023,0.480201
95,4023,1.133557
96,4127,0.969593
97,3679,0.752092
98,3925,0.558915
99,3680,0.040511
100,100,0.039126
101,3681,0.036806
102,102,0.045410
103,3682,0.034074
104,104,0.034079
105,3683,0.199721
106,106,0.203331
107,3684,0.205705
108,3685,0.195019
109,109,0.197000
110,110,0.192927
111,111,0.145496
112,3686,0.147245
113,4131,0.315937
114,4128,0.570619
115,4130,1.091836
116,4248,1.117135
117,4130,0.657947
118,4250,1.161485
119,4134,0.746284
120,3690,0.415738
121,4133,0.743718
122,3692,0.186070
123,123,0.189060
124,3693,0.178096
125,125,0.181452
126,4253,0.785771
127,4250,0.545841
128,4252,0.734077
129,4376,0.736526
130,4378,0.852728
131,4256,0.718375
132,3696,0.213552
133,4255,0.367369
134,3698,0.172814
135,135,0.174794
136,3699,0.165778
137,3700,0.159736
138,138,0.162221
139,139,0.153926
140,4508,0.844801
141,4381,0.603280
142,4381,1.040322
143,4510,0.509936
144,4511,0.427861
145,4385,0.575644
146,3703,1.116550
147,4384,1.302918
148,4630,0.342307
149,4630,1.249871
150,4631,0.425417
151,4632,0.394155
152,4633,0.889925
153,4640,0.991926
154,4518,0.191087
155,4639,0.256934
156,4641,0.687839
157,4641,0.987798
158,4520,0.647987
159,159,0.120040
160,3711,0.030103
161,161,0.029570
162,4637,0.722586
163,4638,0.420898
164,4757,0.475351
165,4635,0.454070
166,4759,0.499036
167,167,0.122136
168,168,0.022811
169,169,0.208030
170,170,0.148988
171,171,0.169160
172,4637,1.028029
173,4639,0.984774
174,3715,0.073715
175,175,0.087758
176,3716,0.083577
177,3717,0.080427
178,178,0.090786
179,3718,0.090495
180,3719,0.089037
181,3720,0.087440
182,3722,0.094958
183,3721,0.094649
184,3723,0.094276
185,185,0.095972
186,3725,0.098839
187,3724,0.099156
188,3726,0.099913
189,3727,0.104310
190,3728,0.108315
191,3729,0.060895
192,3730,0.068393
193,3731,0.081110
194,3732,0.075755
195,3733,0.088322
196,3734,0.094345
197,3735,0.100057
198,3736,0.104750
199,3737,0.106085
200,3738,0.109385
201,3740,0.113635
202,3739,0.114369
203,3741,0.118050
204,3742,0.048185
205,3743,0.055565
206,3744,0.063381
207,3745,0.070338
208,3746,0.082818
209,3747,0.078073
210,3749,0.094994
211,3748,0.099815
212,3750,0.090111
213,3752,0.099967
214,3751,0.105448
215,3754,0.105900
216,3753,0.111175
217,3755,0.111047
218,3756,0.113348
219,3757,0.115899
220,3758,0.121871
221,3759,0.121885
222,3760,0.117593
223,3761,0.118063
224,3762,0.120829
225,3763,0.121635
226,3764,0.035465
227,3765,0.042961
228,3766,0.050728
229,3767,0.058879
230,3768,0.066644
231,3769,0.073277
232,3770,0.084294
233,3771,0.079680
234,3772,0.102724
235,3773,0.096996
236,3774,0.092909
237,3775,0.107977
