source_vertex_id,distance_to_surface
1150,0.155702
1151,0.319890
1152,0.225236
1153,0.525257
1154,0.645353
1155,0.770447
1156,0.621038
1157,1.148448
1158,1.081591
1159,0.890156
1160,0.653837
1161,0.997398
1162,1.098164
1163,0.659016
1164,0.945253
1165,1.125160
1166,0.747315
1167,0.424311
1168,0.343292
1169,0.305790
1170,0.085480
1171,0.331961
1172,0.147165
1173,0.013706
1174,0.658518
1175,0.027324
1176,0.050208
1177,0.124433
1178,0.229258
1179,0.088424
1180,0.296625
1181,0.976891
1182,0.900670
1183,0.882077
1184,1.028323
1185,0.333415
1186,0.560133
1187,0.624190
1188,0.361980
1189,0.411006
1190,0.322014
1191,0.199441
1192,0.075261
1193,0.045648
1194,0.149889
1195,0.201373
1196,0.209389
1197,0.261386
1198,0.262035
1199,0.162902
1200,0.688534
1201,0.164516
1202,1.121986
1203,1.275478
1204,0.129440
1205,0.162823
1206,0.250596
1207,0.579665
1208,0.068535
1209,0.407559
1210,0.818578
1211,0.286990
1212,0.302828
1213,0.305273
1214,0.289859
1215,0.278607
1216,0.314376
1217,0.303017
1218,0.294849
1219,0.290786
1220,0.331576
1221,0.284967
1222,0.332889
1223,0.243549
1224,0.198831
1225,0.149717
1226,0.099118
1227,0.198792
1228,0.129143
1229,0.066642
1230,0.026825
1231,0.067046
1232,0.130180
1233,0.137674
1234,0.049337
1235,0.131151
1236,0.222971
1237,0.319516
1238,0.448021
1239,0.486656
1240,0.524577
1241,0.561274
1242,0.515129
1243,0.468895
1244,0.389096
1245,0.361413
1246,0.368932
1247,0.403212
1248,0.487241
1249,0.622651
1250,0.798988
1251,0.119873
1252,0.111893
1253,0.119531
1254,0.130025
1255,0.107245
1256,0.135826
1257,0.132054
1258,0.137056
1259,0.134965
1260,0.173857
1261,0.147301
1262,0.123826
1263,0.125577
1264,0.049593
1265,0.115855
1266,0.016632
1267,0.012427
1268,0.096092
1269,0.115580
1270,0.173078
1271,0.350604
1272,0.289877
1273,0.520095
1274,0.598113
1275,0.576280
1276,0.538771
1277,0.741386
1278,0.568739
1279,1.065074
1280,1.011581
1281,0.635828
1282,0.820384
1283,1.029898
1284,0.850552
1285,0.745472
1286,0.316197
1287,0.602438
1288,0.465762
1289,0.376103
1290,0.422931
1291,0.066538
1292,0.074668
1293,0.072247
1294,0.068195
1295,0.388751
1296,0.412517
1297,0.205473
1298,0.164750
1299,0.408396
1300,0.292742
1301,0.193346
1302,0.484603
1303,0.362318
1304,0.916802
1305,0.854716
1306,0.924420
1307,0.811774
1308,0.453417
1309,0.570351
1310,0.484790
1311,0.371123
1312,0.305167
1313,0.213613
1314,0.051277
1315,0.012458
1316,0.080750
1317,0.120956
1318,0.324351
1319,0.330368
1320,0.278627
1321,0.074839
1322,0.026630
1323,0.198200
1324,0.274701
1325,0.004627
1326,0.362241
1327,0.029417
1328,0.114205
1329,0.065306
1330,0.285366
1331,0.301441
1332,0.309824
1333,0.337007
1334,0.336465
1335,0.333121
1336,0.326175
1337,0.366044
1338,0.355854
1339,0.351043
1340,0.344673
1341,0.384765
1342,0.377660
1343,0.441296
1344,0.381895
1345,0.342644
1346,0.297514
1347,0.262759
1348,0.250393
1349,0.276768
1350,0.171966
1351,0.242443
1352,0.166871
1353,0.259468
1354,0.235329
1355,0.333667
1356,0.417131
1357,0.439599
1358,0.499654
1359,0.560885
1360,0.606501
1361,0.591446
1362,0.572968
1363,0.520504
1364,0.469325
1365,0.406963
1366,0.390603
1367,0.354620
1368,0.559375
1369,0.425942
1370,0.733332
1371,0.379905
1372,0.362713
1373,0.128991
1374,0.154949
1375,0.156795
1376,0.170634
1377,0.191515
1378,0.200657
1379,0.192876
1380,0.220566
1381,0.176209
1382,0.055972
1383,0.149213
1384,0.011734
1385,0.055331
1386,0.093573
1387,0.193843
1388,0.420749
1389,0.271946
1390,0.498794
1391,0.514126
1392,0.422919
1393,0.453192
1394,1.080815
1395,0.862454
1396,0.729882
1397,0.858644
1398,0.956751
1399,0.860790
1400,0.897433
1401,0.764795
1402,0.551833
1403,0.536208
1404,0.340497
1405,0.583137
1406,0.696133
1407,0.138132
1408,0.339441
1409,0.267911
1410,0.227814
1411,0.173262
1412,0.322074
1413,0.292750
1414,0.443497
1415,0.389010
1416,0.504990
1417,0.579043
1418,0.407358
1419,0.647457
1420,0.721003
1421,0.766642
1422,0.777745
1423,0.531547
1424,0.374895
1425,0.323228
1426,0.238682
1427,0.394339
1428,0.371229
1429,0.237127
1430,0.134413
1431,0.069879
1432,0.094114
1433,0.198081
1434,0.443133
1435,0.277260
1436,0.443316
1437,0.428334
1438,0.197265
1439,0.127646
1440,0.459248
1441,0.571457
1442,0.189550
1443,0.327103
1444,0.338032
1445,0.363482
1446,0.362997
1447,0.363687
1448,0.364113
1449,0.414218
1450,0.404406
1451,0.406457
1452,0.459353
1453,0.439664
1454,0.460418
1455,0.482595
1456,0.397837
1457,0.357136
1458,0.396548
1459,0.341015
1460,0.298593
1461,0.321065
1462,0.361463
1463,0.429269
1464,0.500541
1465,0.573475
1466,0.571021
1467,0.619523
1468,0.560329
1469,0.503814
1470,0.457819
1471,0.409279
1472,0.362110
1473,0.311711
1474,0.315726
1475,0.343525
1476,0.481680
1477,0.592760
1478,0.166805
1479,0.212619
1480,0.178553
1481,0.201273
1482,0.234784
1483,0.215911
1484,0.270534
1485,0.224084
1486,0.253494
1487,0.246293
1488,0.198505
1489,0.214924
1490,0.086164
1491,0.128700
1492,0.008423
1493,0.038832
1494,0.087060
1495,0.152625
1496,0.210781
1497,0.359590
1498,0.229348
1499,0.456687
1500,0.426149
1501,0.316002
1502,0.359506
1503,0.750371
1504,0.795868
1505,0.720711
1506,0.773661
1507,0.607639
1508,0.863200
1509,0.926394
1510,0.539854
1511,0.636845
1512,0.648690
1513,0.325614
1514,0.240932
1515,0.385880
1516,0.549853
1517,0.271352
1518,0.302670
1519,0.074481
1520,0.131148
1521,0.429455
1522,0.357459
1523,0.592725
1524,0.509156
1525,0.711214
1526,0.588225
1527,0.747331
1528,0.254539
1529,0.618922
1530,0.516221
1531,0.404317
1532,0.257687
1533,0.242522
1534,0.121333
1535,0.039883
1536,0.187749
1537,0.265825
1538,0.115725
1539,0.108132
1540,0.051960
1541,0.159902
1542,0.249455
1543,0.262125
1544,0.595545
1545,0.399513
1546,0.534391
1547,0.497546
1548,0.718753
1549,0.657795
1550,0.748834
1551,0.299855
1552,0.331473
1553,0.310642
1554,0.349991
1555,0.367091
1556,0.381832
1557,0.386881
1558,0.395681
1559,0.438594
1560,0.452491
1561,0.459339
1562,0.504725
1563,0.507256
1564,0.537950
1565,0.540696
1566,0.510134
1567,0.441787
1568,0.425440
1569,0.447789
1570,0.356285
1571,0.421893
1572,0.521986
1573,0.529826
1574,0.563553
1575,0.609771
1576,0.571273
1577,0.553554
1578,0.536786
1579,0.442704
1580,0.397014
1581,0.331524
1582,0.269907
1583,0.332321
1584,0.444191
1585,0.261267
1586,0.214449
1587,0.195709
1588,0.675714
1589,0.244097
1590,0.230117
1591,0.305305
1592,0.292862
1593,0.285383
1594,0.234624
1595,0.284849
1596,0.240799
1597,0.102638
1598,0.200468
1599,0.028217
1600,0.038653
1601,0.100697
1602,0.144324
1603,0.330796
1604,0.189752
1605,0.324567
1606,0.288007
1607,0.262597
1608,0.240516
1609,0.772182
1610,0.629978
1611,0.702828
1612,0.686745
1613,0.619487
1614,0.660141
1615,0.577222
1616,0.332951
1617,0.486290
1618,0.081741
1619,0.639761
1620,0.710363
1621,0.414533
1622,0.574258
1623,0.710033
1624,0.031372
1625,0.107663
1626,0.397329
1627,0.480538
1628,0.508486
1629,0.455722
1630,0.634760
1631,0.582720
1632,0.558116
1633,0.779575
1634,0.673504
1635,0.737309
1636,0.807489
1637,0.365501
1638,0.359534
1639,0.176018
1640,0.173607
1641,0.002799
1642,0.180902
1643,0.094915
1644,0.108141
1645,0.019004
1646,0.011921
1647,0.119685
1648,0.213574
1649,0.363442
1650,0.707526
1651,0.552242
1652,0.737202
1653,0.792352
1654,0.843389
1655,0.819020
1656,0.324112
1657,0.340667
1658,0.297578
1659,0.359091
1660,0.368673
1661,0.384941
1662,0.399844
1663,0.425048
1664,0.484108
1665,0.463545
1666,0.486364
1667,0.542677
1668,0.558160
1669,0.602856
1670,0.607013
1671,0.573572
1672,0.507672
1673,0.512458
1674,0.480251
1675,0.551249
1676,0.590014
1677,0.615064
1678,0.608119
1679,0.614365
1680,0.520895
1681,0.474649
1682,0.409774
1683,0.349536
1684,0.293495
1685,0.213224
1686,0.149681
1687,0.151444
1688,0.172066
1689,0.269369
1690,0.284748
1691,0.267916
1692,0.273223
1693,0.247008
1694,0.284893
1695,0.268141
1696,0.293386
1697,0.292832
1698,0.261143
1699,0.138664
1700,0.224402
1701,0.085359
1702,0.016294
1703,0.029973
1704,0.029774
1705,0.060249
1706,0.232431
1707,0.104896
1708,0.203230
1709,0.191101
1710,0.190791
1711,0.151836
1712,0.512889
1713,0.427538
1714,0.419486
1715,0.687900
1716,0.609676
1717,0.280654
1718,0.113098
1719,0.734108
1720,0.711546
1721,0.090584
1722,0.070470
1723,0.616379
1724,0.723057
1725,0.449931
1726,0.523453
1727,0.132276
1728,0.113688
1729,0.523908
1730,0.503171
1731,0.671397
1732,0.574375
1733,0.825586
1734,0.749045
1735,0.846694
1736,0.149512
1737,0.039249
1738,0.038878
1739,0.294725
1740,0.525625
1741,0.119668
1742,0.341499
1743,0.085565
1744,0.029759
1745,0.012882
1746,0.020473
1747,0.099937
1748,0.252738
1749,0.414072
1750,0.494534
1751,0.821230
1752,0.655037
1753,0.708774
1754,0.808160
1755,0.847129
1756,0.307937
1757,0.346222
1758,0.325361
1759,0.360244
1760,0.386098
1761,0.374618
1762,0.408838
1763,0.429085
1764,0.457549
1765,0.497672
1766,0.528771
1767,0.606088
1768,0.587325
1769,0.634750
1770,0.641344
1771,0.626956
1772,0.595766
1773,0.545691
1774,0.583127
1775,0.629715
1776,0.625745
1777,0.637083
1778,0.562760
1779,0.494990
1780,0.431440
1781,0.360577
1782,0.288258
1783,0.220069
1784,0.161858
1785,0.017445
1786,0.010552
1787,0.030738
1788,0.042012
1789,0.075686
1790,0.277826
1791,0.265548
1792,0.301747
1793,0.273202
1794,0.288088
1795,0.309478
1796,0.252046
1797,0.272971
1798,0.181114
1799,0.212568
1800,0.091016
1801,0.138838
1802,0.078579
1803,0.054574
1804,0.039373
1805,0.098370
1806,0.010969
1807,0.134805
1808,0.101268
1809,0.118891
1810,0.074255
1811,0.458837
1812,0.348430
1813,0.310338
1814,0.279439
1815,0.658542
1816,0.015899
1817,0.014887
1818,0.119458
1819,0.194690
1820,0.724046
1821,0.726670
1822,0.636904
1823,0.719125
1824,0.750965
1825,0.039037
1826,0.016486
1827,0.599412
1828,0.658007
1829,0.550998
1830,0.539155
1831,0.639427
1832,0.588097
1833,0.538921
1834,0.750320
1835,0.621350
1836,0.826414
1837,0.315785
1838,0.233589
1839,0.567166
1840,0.561471
1841,0.166477
1842,0.260451
1843,0.034327
1844,0.075983
1845,0.090220
1846,0.097772
1847,0.180654
1848,0.302907
1849,0.513658
1850,0.721117
1851,0.612867
1852,0.607743
1853,0.729517
1854,0.302159
1855,0.286021
1856,0.312458
1857,0.330342
1858,0.348130
1859,0.348207
1860,0.369287
1861,0.395629
1862,0.432389
1863,0.507860
