source_vertex_id,distance_to_surface
1598,0.250211
1599,0.057239
1600,0.027834
1601,0.096693
1602,0.153097
1603,0.370185
1604,0.187213
1605,0.360940
1606,0.329676
1607,0.286236
1608,0.270828
1609,0.832268
1610,0.701118
1611,0.811143
1612,0.768552
1613,0.685000
1614,0.770817
1615,0.700432
1616,0.418846
1617,0.619482
1618,0.099486
1619,0.734845
1620,0.803823
1621,0.510713
1622,0.666231
1623,0.802703
1624,0.048161
1625,0.100529
1626,0.515550
1627,0.582373
1628,0.554625
1629,0.552305
1630,0.706774
1631,0.649183
1632,0.619814
1633,0.874995
1634,0.753504
1635,0.827688
1636,0.907189
1637,0.434203
1638,0.430425
1639,0.197290
1640,0.181755
1641,0.035205
1642,0.216496
1643,0.048558
1644,0.033741
1645,0.004585
1646,0.040715
1647,0.121812
1648,0.220936
1649,0.404651
1650,0.793481
1651,0.617966
1652,0.826768
1653,0.890608
1654,0.947979
1655,0.924490
1656,0.363039
1657,0.381686
1658,0.332181
1659,0.402539
1660,0.414371
1661,0.432793
1662,0.449478
1663,0.478492
1664,0.545980
1665,0.523254
1666,0.548435
1667,0.613686
1668,0.631181
1669,0.684032
1670,0.688760
1671,0.651085
1672,0.576380
1673,0.585224
1674,0.549449
1675,0.633832
1676,0.670500
1677,0.707724
1678,0.702436
1679,0.710935
1680,0.605438
1681,0.546803
1682,0.472898
1683,0.400512
1684,0.337628
1685,0.247604
1686,0.185690
1687,0.181747
1688,0.221622
1689,0.337546
1690,0.350647
1691,0.334990
1692,0.338270
1693,0.326669
1694,0.358000
1695,0.338219
1696,0.358775
1697,0.366624
1698,0.331929
1699,0.188947
1700,0.288975
1701,0.118906
1702,0.030613
1703,0.050916
1704,0.026420
1705,0.056969
1706,0.263296
1707,0.112558
1708,0.230459
1709,0.208381
1710,0.207156
1711,0.158807
1712,0.588529
1713,0.489840
1714,0.494516
1715,0.789811
1716,0.676883
1717,0.347330
1718,0.152038
1719,0.847775
1720,0.798584
1721,0.132167
1722,0.080031
1723,0.711773
1724,0.823272
1725,0.571602
1726,0.631657
1727,0.166007
1728,0.104411
1729,0.625408
1730,0.628276
1731,0.744199
1732,0.688781
1733,0.927367
1734,0.839371
1735,0.951787
1736,0.179656
1737,0.085467
1738,0.083237
1739,0.333961
1740,0.576364
1741,0.162811
1742,0.395465
1743,0.133921
1744,0.098559
1745,0.075774
1746,0.088171
1747,0.173699
1748,0.346157
1749,0.519865
1750,0.556941
1751,0.922812
1752,0.732886
1753,0.833484
1754,0.907681
1755,0.957200
1756,0.344933
1757,0.388221
1758,0.365302
1759,0.404839
1760,0.435106
1761,0.422093
1762,0.460838
1763,0.483573
1764,0.517691
1765,0.563341
1766,0.598053
1767,0.687586
1768,0.666255
1769,0.721846
1770,0.729568
1771,0.713719
1772,0.671205
1773,0.626228
1774,0.654712
1775,0.716879
1776,0.716398
1777,0.734101
1778,0.648660
1779,0.567226
1780,0.499623
1781,0.416673
1782,0.334236
1783,0.255355
1784,0.188881
1785,0.050364
1786,0.027852
1787,0.043716
1788,0.058412
1789,0.088695
1790,0.350211
1791,0.330583
1792,0.373846
1793,0.341310
1794,0.362270
1795,0.381539
1796,0.316458
1797,0.343202
1798,0.230790
1799,0.267154
1800,0.132323
1801,0.179874
1802,0.110224
1803,0.078168
1804,0.053806
1805,0.108054
1806,0.016790
1807,0.138394
1808,0.104990
1809,0.125283
1810,0.072465
1811,0.525949
1812,0.413390
1813,0.354325
1814,0.314451
1815,0.747950
1816,0.030382
1817,0.001315
1818,0.133609
1819,0.234861
1820,0.829501
1821,0.815896
1822,0.735848
1823,0.822986
1824,0.852590
1825,0.056409
1826,0.013086
1827,0.710150
1828,0.763389
1829,0.663517
1830,0.662571
1831,0.761968
1832,0.700697
1833,0.676752
1834,0.840798
1835,0.740624
1836,0.928125
1837,0.346825
1838,0.255905
1839,0.646582
1840,0.648095
1841,0.206998
1842,0.313051
1843,0.143626
1844,0.161327
1845,0.158374
1846,0.144171
1847,0.299331
1848,0.435350
1849,0.638328
1850,0.845309
1851,0.728719
1852,0.751046
1853,0.857090
1854,0.338934
1855,0.320018
1856,0.351544
1857,0.371816
1858,0.391996
1859,0.393075
